instnm,sub_pref,course,course_title,academic_year
The University of Texas at Austin,MUS,111E,ENGL DICTION/PHONETIC TRANSLAT,2024
The University of Texas at Austin,MUS,115D,STRING INSTRUMENT FUNDAMENTALS,2024
The University of Texas at Austin,MUS,176R,GUITAR REPERTORY,2024
The University of Texas at Austin,MUS,178M,INDEPENDENT STUDY: MUS STUDIES,2024
The University of Texas at Austin,MUS,218J,BEGINNING JAZZ IMPROVISATION,2024
The University of Texas at Austin,MUS,214C,BEGINNING COMPOSITION,2024
The University of Texas at Austin,MUS,213M,HISTORY OF MUSIC I,2024
The University of Texas at Austin,MUS,210J,BEG INST MUS PERF-3D SM CL PIA,2024
The University of Texas at Austin,MNS,307,INTRODUCTION TO OCEANOGRAPHY,2024
The University of Texas at Austin,MUS,178C,INDEPENDENT STUDY: MUSIC PERF,2024
The University of Texas at Austin,MIS,375,STRATEGIC INFO TECHNOLOGY MGMT,2024
The University of Texas at Austin,MBS,230L,VIROLOGY LABORATORY,2024
The University of Texas at Austin,MBS,260L,IMMUNOLOGY LABORATORY,2024
The University of Texas at Austin,MBS,277,UNDERGRADUATE RESEARCH,2024
The University of Texas at Austin,MBS,320,CELL BIOLOGY,2024
The University of Texas at Austin,MBS,226L,GENERAL MICROBIOLOGY LAB,2024
The University of Texas at Austin,MBS,326M,INTRO MEDICAL MICROBIO/IMMUNOL,2024
The University of Texas at Austin,MBS,326R,GENERAL MICROBIOLOGY,2024
The University of Texas at Austin,MBS,177,UNDERGRADUATE RESEARCH,2024
The University of Texas at Austin,MBS,327G,GENOMICS,2024
The University of Texas at Austin,MBS,328D,DISCOVERY LAB IN PLANT BIOLOGY,2024
The University of Texas at Austin,MBS,377,UNDERGRADUATE RESEARCH,2024
The University of Texas at Austin,MBS,330,MOL BIOLOGY OF ANIMAL VIRUSES,2024
The University of Texas at Austin,MBS,331L,LAB STUDIES IN MOLECULAR BIO,2024
The University of Texas at Austin,MBS,336,TUMOR BIOLOGY,2024
The University of Texas at Austin,MBS,337,TOPICS IN BIOLOGY,2024
The University of Texas at Austin,MBS,339M,BACTRL BEHAV/SIGNALING MECHS,2024
The University of Texas at Austin,MBS,344,MOLECULAR BIOLOGY,2024
The University of Texas at Austin,MBS,350,DEVLPMNTL/STEM CELL/REGEN BIO,2024
The University of Texas at Austin,MBS,350M,PLANT MOLECULAR BIOLOGY,2024
The University of Texas at Austin,MBS,356E,EPIGENETICS/EPITRANSCRIPTOMICS,2024
The University of Texas at Austin,MBS,367C,CELL/MOLEC BASES NEUR DEVEL,2024
The University of Texas at Austin,MBS,366,MICROBIAL GENETICS,2024
The University of Texas at Austin,MBS,361L,CLINICAL BACTERIOLOGY LAB,2024
The University of Texas at Austin,MBS,361,HUMAN INFECTIOUS DISEASES,2024
The University of Texas at Austin,MBS,360K,IMMUNOLOGY,2024
The University of Texas at Austin,MAN,327,INNOVATION/ENTREPRENEURSHIP,2024
The University of Texas at Austin,MAN,327E,NEW VENTURE MECHANICS,2024
The University of Texas at Austin,MAN,327H,INNOVTN/ENTREPRNRSP: HONORS,2024
The University of Texas at Austin,MAN,328,CONSULTING & CHANGE MANAGEMENT,2024
The University of Texas at Austin,MAN,334M,HEALTHCARE SYSTEM MANAGEMENT,2024
The University of Texas at Austin,MAN,336,ORGANIZATIONAL BEHAVIOR,2024
The University of Texas at Austin,MAN,366P,MGMT PRACT: SOCL ENTRPRNSHP I,2024
The University of Texas at Austin,MAN,347P,ENTREPRENEURSHIP PRACTICUM,2024
The University of Texas at Austin,MAN,340,LEADERSHIP/URBAN ENGAGEMENT,2024
The University of Texas at Austin,MAN,336H,ORGANIZATIONAL BEHAVIOR-HONORS,2024
The University of Texas at Austin,MAN,320F,FNDTNS OF MGMT/ORG BEHAVIOR,2024
The University of Texas at Austin,MAN,369P,SOCIAL INNOVATION PRACTICUM,2024
The University of Texas at Austin,MAN,101S,LEADRSHP/DIVERSITY/INNOVTN,2024
The University of Texas at Austin,MAN,101T,LEADRSHP/DIVERSITY/INNOVTN,2024
The University of Texas at Austin,MAN,372T,TOPICS IN MANAGEMENT,2024
The University of Texas at Austin,MAS,311,ETHNCTY & GENDER LA CHICANA,2024
The University of Texas at Austin,MAS,315,LATINA PERF: CELIA-SELENA,2024
The University of Texas at Austin,MAS,316,HIS OF MEX AMERICANS IN U S,2024
The University of Texas at Austin,MAS,316C,IMMIGRATION AND ETHNICITY,2024
The University of Texas at Austin,MAS,319,SPECIAL TOPICS,2024
The University of Texas at Austin,MAS,320C,POWER/PLACE MAKING TX HIST,2024
The University of Texas at Austin,MAS,320F,"TEXAS, 1900 TO THE PRESENT",2024
The University of Texas at Austin,MAS,337C,CHICANA FEMINISMS,2024
The University of Texas at Austin,MAS,345G,CONTEMP US LATINA/O LIT/CUL,2024
The University of Texas at Austin,MAS,364E,POLICING LATINIDAD,2024
The University of Texas at Austin,MAS,364R,RACE POLITICS AND CARIBBEANS,2024
The University of Texas at Austin,MAS,373,INDEPENDENT RESEARCH,2024
The University of Texas at Austin,MAS,374,SPECIAL TOPICS,2024
The University of Texas at Austin,MAS,301,INTR MEX AMER LATINA/O STUDIES,2024
The University of Texas at Austin,MAN,374,GENERAL MANAGEMENT & STRATEGY,2024
The University of Texas at Austin,MAN,374H,GENERAL MGMT & STRATEGY HON,2024
The University of Texas at Austin,MAN,383,CUR ISS ORGANIZATION SCIENCE,2024
The University of Texas at Austin,MAS,177,MELLON MAYS PROGRAM SEMINAR,2024
The University of Texas at Austin,MAN,385,CUR ISS STRATEGIC MANAGEMENT,2024
The University of Texas at Austin,MKT,320F,FOUNDATIONS OF MARKETING,2024
The University of Texas at Austin,MKT,337,PRINCIPLES OF MARKETING,2024
The University of Texas at Austin,MKT,337H,PRINCIPLES OF MKT: HONORS,2024
The University of Texas at Austin,MKT,337N,INTRO TO MRKTNG IN NEW YORK,2024
The University of Texas at Austin,MKT,372T,TOPICS IN MARKETING,2024
The University of Texas at Austin,MKT,370,MARKETING POLICIES,2024
The University of Texas at Austin,MKT,363,PROFESSNL SELLING/SALES MGMT,2024
The University of Texas at Austin,MKT,360,INFORMATION AND ANALYSIS,2024
The University of Texas at Austin,MKT,354,TOPICS IN PROF SALES/BUSN DEV,2024
The University of Texas at Austin,MKT,366P,MARKETING PRACTICUM,2024
The University of Texas at Austin,MIS,372T,TOPICS IN MANAGEMENT INFO SYS,2024
The University of Texas at Austin,MIS,374,BUSINESS SYSTEM DEVELOPMENT,2024
The University of Texas at Austin,MUS,306M,ELEMENTS OF MUSIC,2024
The University of Texas at Austin,MKT,178,MARKETING MICRO-TOPICS,2024
The University of Texas at Austin,MNS,152R,MAR SCI RSRCH AND REPORTING,2024
The University of Texas at Austin,MNS,120L,LAB STUDIES IN MARINE ECOLOGY,2024
The University of Texas at Austin,MNS,101,SEMINAR IN MARINE SCIENCE,2024
The University of Texas at Austin,MKT,382,ANALYSIS OF MARKETS,2024
The University of Texas at Austin,MLS,656M,MED LAB SCI CLINICAL EDU PRACT,2024
The University of Texas at Austin,MBS,379H,HONORS TUTORIAL COURSE,2024
The University of Texas at Austin,MEL,301,GATEWAY TO THE MIDDLE EAST,2024
The University of Texas at Austin,MEL,321,TPCS IN MEL,2024
The University of Texas at Austin,MIS,301,INTRO TO IT MANAGEMENT,2024
The University of Texas at Austin,MIS,302F,FOUNDTN INFO TECHNOLOGY MGMT,2024
The University of Texas at Austin,MIS,333K,WEB APPLICATION DEVELOPMENT,2024
The University of Texas at Austin,MIS,325,DATABASE MANAGEMENT,2024
The University of Texas at Austin,MES,679HA,HONORS TUTORIAL COURSE,2024
The University of Texas at Austin,MIS,304,INTRO PROB SOLVE & PROGRAMMING,2024
The University of Texas at Austin,MES,301C,GATEWAY TO THE MIDDLE EAST,2024
The University of Texas at Austin,MES,301K,MID EAST: REL/CUL/HIST FND,2024
The University of Texas at Austin,MES,310,TPCS IN MIDDLE EASTERN STUDIES,2024
The University of Texas at Austin,MES,310C,INTRO TO THE OLD TESTAMENT,2024
The University of Texas at Austin,MES,310D,INTRODUCTION TO ISLAM,2024
The University of Texas at Austin,MES,310N,INTRO MODERN NORTH AFRICA,2024
The University of Texas at Austin,MES,311,HISTORY OF ISRAEL,2024
The University of Texas at Austin,MES,311C,"JUDAISM, CHRISTIANITY, ISLAM",2024
The University of Texas at Austin,MES,341,TPCS IN MID EAST: SOC SCIENCE,2024
The University of Texas at Austin,MES,343,TPCS IN MID EAST: HISTORY,2024
The University of Texas at Austin,MES,342,TPCS IN MID EAST: ARTS & HUMAN,2024
The University of Texas at Austin,MUS,307,TOPICS IN POPULAR MUSIC,2024
The University of Texas at Austin,NTR,390,RCNT ADVNCS NUTRITIONAL SCNCS,2024
The University of Texas at Austin,NTR,380K,RSCH MTHDS NUTRITIONAL SCNCS,2024
The University of Texas at Austin,NTR,379H,HONORS TUTORIAL COURSE,2024
The University of Texas at Austin,NTR,316,CULTURE AND FOOD,2024
The University of Texas at Austin,NTR,317L,INTRO TO NUTRITN ASSESSMT/EDUC,2024
The University of Texas at Austin,NTR,321,INTL NUTRITN: DEVELOPING WORLD,2024
The University of Texas at Austin,NTR,326,INTERMED NUTR AND METABOLISM,2024
The University of Texas at Austin,NTR,327L,ADV FOOD SCIENCE LABORATORY,2024
The University of Texas at Austin,NTR,330L,ADV NUTRITION ASSESSMT/COUNS,2024
The University of Texas at Austin,NTR,332,COMMUNITY NUTRITION,2024
The University of Texas at Austin,NTR,334,FOODSERVICE SYSTEMS MANAGEMENT,2024
The University of Texas at Austin,NTR,338W,ISSUES IN NUTRITION AND HEALTH,2024
The University of Texas at Austin,NTR,339L,EXPER MTHDS/DSGN NUTRITNL SCI,2024
The University of Texas at Austin,NTR,342,ADVANCED NUTRITION I,2024
The University of Texas at Austin,NTR,343,VITAMINS AND MINERALS,2024
The University of Texas at Austin,NTR,352,FIELD EXPERIENCE IN NUTRITION,2024
The University of Texas at Austin,NTR,355,UNDERGRAD RESEARCH NUTRITION,2024
The University of Texas at Austin,NTR,371,MEDICAL NUTRITION THERAPY II,2024
The University of Texas at Austin,NTR,366L,RSRCH MTHDS NUTRITIONL SCIENCS,2024
The University of Texas at Austin,NTR,365,SLCTED TPCS NUTRITIONL SCIENCS,2024
The University of Texas at Austin,NTR,355H,HONORS RESEARCH,2024
The University of Texas at Austin,OBO,201,LOWER-DIVISION OBOE: SECONDARY,2024
The University of Texas at Austin,OBO,210,LOWER-DIVISION OBOE: PRINCIPAL,2024
The University of Texas at Austin,OBO,260,UPPER-DIVISION OBOE: PRINCIPAL,2024
The University of Texas at Austin,OBO,312,LOWER-DIVISION OBOE: MAJOR,2024
The University of Texas at Austin,O M,372T,TOPICS IN OPERATIONS MGMT,2024
The University of Texas at Austin,OBO,362,UPPER-DIVISION OBOE: MAJOR,2024
The University of Texas at Austin,NTR,315,NUTRITION THROUGH LIFE CYCLE,2024
The University of Texas at Austin,O M,235,OPERATIONS MANAGEMENT,2024
The University of Texas at Austin,O M,370,SUPPLY CHAIN DESIGN/PLAN/EXEC,2024
The University of Texas at Austin,O M,366P,OPERATIONS MANAGEMNT PRACTICUM,2024
The University of Texas at Austin,O M,360,PROCUREMENT/SUPPLIER MGMT,2024
The University of Texas at Austin,O M,338,SUPPLY CHAIN MODLNG/OPTIMIZ,2024
The University of Texas at Austin,O M,334M,HEALTHCARE OPERATIONS MGMT,2024
The University of Texas at Austin,NTR,312,INTRO TO NUTRITIONAL SCIENCES,2024
The University of Texas at Austin,NTR,307,INTRODUCTORY FOOD SCIENCE,2024
The University of Texas at Austin,NTR,306,FUNDAMENTALS OF NUTRITION,2024
The University of Texas at Austin,NOR,604,ACCELERATED 1ST-YR NORWEGIAN,2024
The University of Texas at Austin,NSC,108,TOPICS IN NATURAL SCIENCES,2024
The University of Texas at Austin,NSC,109,TOPICS IN NATURAL SCIENCE,2024
The University of Texas at Austin,NSC,209,TOPICS IN NATURAL SCIENCE,2024
The University of Texas at Austin,NSC,322,NATURAL SCIENCE TOPICS,2024
The University of Texas at Austin,NSC,323,NATURAL SCIENCES TOPICS,2024
The University of Texas at Austin,NTR,245C,CLIN PRAC MED NTR THERAPY I,2024
The University of Texas at Austin,NTR,234L,LAB IN FOODSERVICE SYSTEMS,2024
The University of Texas at Austin,NTR,162,STNDRDS/ETHCS/CRED DIET PRACTC,2024
The University of Texas at Austin,NTR,126L,NUTRITIONAL SCIENCES LAB,2024
The University of Texas at Austin,NTR,107L,INTRODUCTORY FOOD SCIENCE LAB,2024
The University of Texas at Austin,NSC,325,TOPICS IN INVNTRS PRGM PRCTCM,2024
The University of Texas at Austin,NSC,207,DIVRST/EQUITY/INCLUSN CAPSTONE,2024
The University of Texas at Austin,NSC,110H,TOPICS IN NAT SCI HON SEMINAR,2024
The University of Texas at Austin,NSC,120E,INTERNSHIP IN THE SCIENCES,2024
The University of Texas at Austin,P A,388K,ADV TOPICS IN PUBLIC POLICY,2024
The University of Texas at Austin,YOR,601C,BEGINNING YORUBA,2024
The University of Texas at Austin,P R,367,INTEGRATED COMMUNICATIONS MGMT,2024
The University of Texas at Austin,P R,367E,EXPERIMENTAL STORYTELLING,2024
The University of Texas at Austin,P R,369,SOCIAL MEDIA,2024
The University of Texas at Austin,P R,377K,INTEGRATED COMM CAMPAIGNS,2024
The University of Texas at Austin,P R,378S,SPEC TPCS IN SPORTS MEDIA,2024
The University of Texas at Austin,P R,378,ADVNCD STDIES PUBLIC RELATIONS,2024
The University of Texas at Austin,P R,365,AUDIENCE DEVEL/ENGAGEMENT,2024
The University of Texas at Austin,P R,352,STRATEGIES IN PUBLIC RELATIONS,2024
The University of Texas at Austin,P R,305,FUNDAMENTALS PUBLIC RELATIONS,2024
The University of Texas at Austin,P R,305S,INTEGRATED COMM FOR SPORTS,2024
The University of Texas at Austin,P R,309,INTRO TO ADV/PUBL RELS RSCH,2024
The University of Texas at Austin,P R,350,PUBLIC RELATIONS INTERNSHIP,2024
The University of Texas at Austin,P R,348S,THE BUSINESS OF SPORTS MEDIA,2024
The University of Texas at Austin,P R,348,PUBLIC RELATIONS TECHNIQUES,2024
The University of Texas at Austin,P R,353,ADV/PUBLIC RELS LAW/ETHICS,2024
The University of Texas at Austin,P R,339K,DIGITAL GRAPHIC COMM,2024
The University of Texas at Austin,P R,332D,ENTREPRENEURIALISM IN COMM,2024
The University of Texas at Austin,P R,332C,NEW MEDIA ENTREPRENEURIALISM,2024
The University of Texas at Austin,P R,332,TECHNOLOGY MARKETING/ADV,2024
The University of Texas at Austin,P R,324,COMMUNICATING SUSTAINABILITY,2024
The University of Texas at Austin,P R,323,PUBLIC COMM OF SCIENCE/TECH,2024
The University of Texas at Austin,P R,339L,BRAND STORYTELLING,2024
The University of Texas at Austin,ORG,210,LOWER-DIV ORGAN: PRINCIPAL,2024
The University of Texas at Austin,ORI,390R,STATISTICS AND PROBABILITY,2024
The University of Texas at Austin,ORI,366,OPERATIONS RESEARCH MODELS,2024
The University of Texas at Austin,P A,159R,PUBLIC POLICY ISSUES,2024
The University of Texas at Austin,P A,385D,ADVANCED TOPICS IN PUBLIC MGMT,2024
The University of Texas at Austin,P A,325,TOPICS IN POLICY,2024
The University of Texas at Austin,P A,189C,INDEP STUDY PUBLIC POLICY,2024
The University of Texas at Austin,MUS,605A,MUSICIANSHIP,2024
The University of Texas at Austin,MUS,612A,STRUCTURE OF TONAL MUSIC,2024
The University of Texas at Austin,N,250,INTERPROFESSIONAL COLLAB PRAC,2024
The University of Texas at Austin,N,252,CAREER PLAN/PROF DEVEL,2024
The University of Texas at Austin,N,255C,ADULT HEALTH NURSING IIA,2024
The University of Texas at Austin,N,255D,ADULT HEALTH NURSING IIB,2024
The University of Texas at Austin,N,256P,PROB IN MENTAL HLTH NUR (PRAC),2024
The University of Texas at Austin,N,264,NURSING RESEARCH,2024
The University of Texas at Austin,N,264H,NURSING RESEARCH: HONORS,2024
The University of Texas at Austin,N,266,NUR CARE CHILDREN AND FAMILIES,2024
The University of Texas at Austin,N,273,QUALITY/SAFETY NUR PRACTICE,2024
The University of Texas at Austin,N,279P,CAPSTONE PRECEPTORSHIP,2024
The University of Texas at Austin,N,277P,CLINICAL CARE MANAGEMENT PRAC,2024
The University of Texas at Austin,N,275,PUBLIC HEALTH NURSING,2024
The University of Texas at Austin,N,274,COMPLEX NURSING CARE,2024
The University of Texas at Austin,N,224,HEALTH ASSESSMENT SKILLS,2024
The University of Texas at Austin,N,117H,INTRO NURSING SCHLRSHP-HNRS SM,2024
The University of Texas at Austin,N,127P,CLINICAL NUR SKILLS I (PRACTM),2024
The University of Texas at Austin,N,137,INDEPENDENT STUDY,2024
The University of Texas at Austin,N,157P,CLINICL NUR SKILLS II (PRACTM),2024
The University of Texas at Austin,N,223,GENETICS IN HEALTH CARE,2024
The University of Texas at Austin,N,244,PERINATAL NURSING CARE,2024
The University of Texas at Austin,MUS,460R,SENIOR RECITAL,2024
The University of Texas at Austin,MUS,456G,CHORAL ENS LITERATURE/PERF,2024
The University of Texas at Austin,MUS,378G,INDEPENDENT STUDY: MUSIC LIT,2024
The University of Texas at Austin,MUS,379G,CAPSTONE IN MUSIC,2024
The University of Texas at Austin,MUS,379K,ADV TOPICS IN MUSIC LITERATURE,2024
The University of Texas at Austin,MUS,311G,GERMAN FOR MUSICIANS,2024
The University of Texas at Austin,MUS,319D,FOUNDATIONS DIGITAL SOUND/MUS,2024
The University of Texas at Austin,MUS,321J,20TH-CENT MUSICAL ANALYSIS,2024
The University of Texas at Austin,MUS,325L,COUNTERPOINT,2024
The University of Texas at Austin,MUS,329E,INTRO TO ELECTRONIC MEDIA,2024
The University of Texas at Austin,MUS,376J,SPECIAL TOPICS IN MUSIC THEORY,2024
The University of Texas at Austin,MUS,354C,CHILDREN'S MUS LIT/PERFORMNC I,2024
The University of Texas at Austin,MUS,348,STUDIO ARRANGING I,2024
The University of Texas at Austin,MUS,378C,INDEPENDENT STUDY: MUSIC PERF,2024
The University of Texas at Austin,MUS,343J,HISTORY OF JAZZ,2024
The University of Texas at Austin,MUS,337,MUSIC AND FILM SOUND,2024
The University of Texas at Austin,MUS,334,THE MUSIC OF THE AMERICAS,2024
The University of Texas at Austin,MUS,331J,ADV STUDIES IN MUSIC THEORY,2024
The University of Texas at Austin,MUS,342,AREA STDS IN ETHNOMUSICOLOGY,2024
The University of Texas at Austin,MUS,420R,JUNIOR RECITAL,2024
The University of Texas at Austin,MUS,411A,EAR TRAINING AND SIGHT-SINGING,2024
The University of Texas at Austin,NEU,365D,PRINCIPLES OF DRUG ACTION,2024
The University of Texas at Austin,NEU,365L,NEUROBIOLOGY LABORATORY,2024
The University of Texas at Austin,NEU,365P,PRGRM/DATA ANLYS MODERN NEURO,2024
The University of Texas at Austin,NEU,365T,NEUROBIOLOGY OF DISEASE,2024
The University of Texas at Austin,NEU,365W,NEUROBIOLOGY OF ADDICTION,2024
The University of Texas at Austin,NEU,366L,NEUROIMAGING LABORATORY,2024
The University of Texas at Austin,NEU,377,UNDERGRADUATE RESEARCH,2024
The University of Texas at Austin,NEU,340,NEURAL SYSTEMS III: QUAN TOOLS,2024
The University of Texas at Austin,NEU,337,SELECTED TPCS IN NEUROSCIENCE,2024
The University of Texas at Austin,NEU,277,UNDERGRADUATE RESEARCH,2024
The University of Texas at Austin,NEU,288M,FDMNTLS FLUORESCENCE MCRSPY,2024
The University of Texas at Austin,NEU,335,NEURAL SYSTEMS II,2024
The University of Texas at Austin,NEU,330,NEURAL SYSTEMS I,2024
The University of Texas at Austin,NEU,379H,HONORS TUTORIAL COURSE,2024
The University of Texas at Austin,N S,369,NAVIGATION & NAVAL OPERTNS II,2024
The University of Texas at Austin,N S,315,NAVAL ENGINEERING,2024
The University of Texas at Austin,N,337,INDEPENDENT STUDY,2024
The University of Texas at Austin,N,344P,PERINATAL NURSING CARE PRACTIC,2024
The University of Texas at Austin,N,354,SPANISH FOR HEALTH CARE PROFS,2024
The University of Texas at Austin,N,355P,ADULT HEALTH NURSING II (PRAC),2024
The University of Texas at Austin,N,375P,PUBLIC HEALTH NURSING PRACTCUM,2024
The University of Texas at Austin,N,325P,ADULT HEALTH NURSING I (PRACT),2024
The University of Texas at Austin,N,366P,NUR CARE CHLDRN/FAM (PRACTM),2024
The University of Texas at Austin,N,356,MNTL HLTH NUR ACRS LIFE SPAN,2024
The University of Texas at Austin,N,377,LDRSHIP & MGMT OF NURSING CARE,2024
The University of Texas at Austin,N,325,ADULT HEALTH NURSING I,2024
The University of Texas at Austin,N,321,ETHICS OF HEALTHCARE,2024
The University of Texas at Austin,N,320,INTRO TO PATIENT-CTRD NUR CARE,2024
The University of Texas at Austin,N,310,COM IN HEALTH-CARE SETTINGS,2024
The University of Texas at Austin,N,309,GLOBAL HEALTH,2024
The University of Texas at Austin,N S,335,LEADERSHIP AND MANAGEMENT,2024
The University of Texas at Austin,N S,302,INTRO TO NAVAL SCIENCE,2024
The University of Texas at Austin,KIN,327K,FIELDWORK ON CAMPUS,2024
The University of Texas at Austin,KIN,327R,FIELDWORK LAB RESEARCH,2024
The University of Texas at Austin,KIN,327T,INTERNSHIP,2024
The University of Texas at Austin,KIN,328C,INTERNSHIP IN SPORT MGMT,2024
The University of Texas at Austin,KIN,331,PHYSICAL AGING IN AMERICA,2024
The University of Texas at Austin,KIN,332,TECHNIQUES FITNESS LEADERSHIP,2024
The University of Texas at Austin,KIN,335C,MOTOR LEARNING,2024
The University of Texas at Austin,KIN,227R,FIELDWORK LAB RESEARCH,2024
The University of Texas at Austin,KIN,310,PHYSIO BASIS OF CONDITIONING,2024
The University of Texas at Austin,KIN,311,WSI / LIFEGUARD TRAINING,2024
The University of Texas at Austin,KIN,311K,SPORT PSYCHOLOGY,2024
The University of Texas at Austin,KIN,312,ISSUES IN KIN: TOPICAL STUDIES,2024
The University of Texas at Austin,KIN,312M,MAN PHYS ACTIVITY & SPORT PROG,2024
The University of Texas at Austin,KIN,320,APPLIED BIOMECHANICS HUMAN MOV,2024
The University of Texas at Austin,KIN,327D,FIELDWORK AIDING,2024
The University of Texas at Austin,KIN,326K,BIOMECH ANLY OF MOVEMENT,2024
The University of Texas at Austin,KIN,322,DIAGNOSIS & EVAL OF FITNESS,2024
The University of Texas at Austin,KIN,321M,MOTOR DEVELPMNT & PERFORMANCE,2024
The University of Texas at Austin,KIN,321,THEORY OF HUMAN PERFORMANCE,2024
The University of Texas at Austin,KIN,336,NEUROMUSCULAR CONTROL,2024
The University of Texas at Austin,KIN,341,THERAPEUT MODALITIES ATH TRAIN,2024
The University of Texas at Austin,KIN,344,THERAP EXER & REHAB LOWER,2024
The University of Texas at Austin,KIN,424K,APPLIED HUMAN ANATOMY,2024
The University of Texas at Austin,KIN,344U,THERAP EXER & REHAB UPPER,2024
The University of Texas at Austin,KIN,346,ATHLETIC TRAINING PROG ADMIN,2024
The University of Texas at Austin,KIN,347,HIS/ETHIC ISS PHYS CUL & SPORT,2024
The University of Texas at Austin,KIN,348,PSYCH ASPECTS OF EXERCISE,2024
The University of Texas at Austin,KIN,349,HISTORY OF SPORT & PHYS ACTVTY,2024
The University of Texas at Austin,KIN,350,SOC ASPECTS SPORT & PHYS ACTIV,2024
The University of Texas at Austin,KIN,352K,STDS HUM MVMT-TOPICAL STUDIES,2024
The University of Texas at Austin,KIN,353,SPORT LAW,2024
The University of Texas at Austin,KIN,395,ADVANCED TOPICAL STUDIES,2024
The University of Texas at Austin,KIN,361,COACHING THEORY & PRINCIPLS I,2024
The University of Texas at Austin,KIN,357,STRATEGIC MGMT OF SPORT ORGS,2024
The University of Texas at Austin,KIN,356,REVENUE & BUDGETING IN SPORT,2024
The University of Texas at Austin,KIN,355,MEDIA & PUBLIC RELATIONS SPORT,2024
The University of Texas at Austin,KIN,354,SPORT AND EVENT MARKETING,2024
The University of Texas at Austin,KIN,363,THEOR & PRACT STRENGTH COACH,2024
The University of Texas at Austin,KIN,227J,INTERNSHIP/FLDWK: OFF CAMPUS,2024
The University of Texas at Austin,KIN,227D,FIELDWORK AIDING,2024
The University of Texas at Austin,J S,307,INTRO HOLOCAUST/GENOCD STUDIES,2024
The University of Texas at Austin,J S,311,TOPICS IN JEWISH STUDIES,2024
The University of Texas at Austin,J S,314C,JEWISH AMERICAN LIT AND CUL,2024
The University of Texas at Austin,J S,363,TOPICS IN HUMANITIES AND ARTS,2024
The University of Texas at Austin,J S,365,TOPICS IN THE SOCIAL SCIENCES,2024
The University of Texas at Austin,JPN,317C,JAPANESE GRAM/COMP/CONVERSATN,2024
The University of Texas at Austin,JPN,320K,READINGS IN MODERN JAPANESE I,2024
The University of Texas at Austin,JPN,320L,READINGS IN MODERN JAPANESE II,2024
The University of Texas at Austin,JPN,325K,ADVANCED CONVERSATION I,2024
The University of Texas at Austin,JPN,327,ADV RDNG/WRTG KANJI CHARACTERS,2024
The University of Texas at Austin,JPN,330,TOPICS IN ADVANCED JAPANESE,2024
The University of Texas at Austin,JPN,601D,JAPANESE I,2024
The University of Texas at Austin,KIN,119,MOVEMENT COMPETENCE,2024
The University of Texas at Austin,JPN,611D,INTERMEDIATE JAPANESE,2024
The University of Texas at Austin,JPN,610D,JAPANESE II,2024
The University of Texas at Austin,J S,304M,JEWISH CIV: BEGINNINGS TO 1492,2024
The University of Texas at Austin,J S,301,INTRO TO JEWISH STUDIES,2024
The University of Texas at Austin,J,660F,INTERNSHIP,2024
The University of Texas at Austin,KIN,127J,INTERNSHIP/FLDWK: OFF CAMPUS,2024
The University of Texas at Austin,KIN,127K,FIELDWORK ON CAMPUS,2024
The University of Texas at Austin,KIN,127R,FIELDWORK LAB RESEARCH,2024
The University of Texas at Austin,KIN,219S,MOVEMENT ANLY: INDVDL ACTVTIES,2024
The University of Texas at Austin,KIN,219N,ADVANCED VOLLEYBALL,2024
The University of Texas at Austin,KIN,219L,TEACHING SOCIAL DANCE,2024
The University of Texas at Austin,KIN,140G,PRACT ATHLETIC TRAIN: LEVEL 3A,2024
The University of Texas at Austin,KIN,140E,PRACT ATHLETIC TRAIN: LEVEL 2A,2024
The University of Texas at Austin,KIN,140C,PRACT ATHLETIC TRAIN: LEVEL 1A,2024
The University of Texas at Austin,KIN,219T,MOVEMENT ANLY: TEAM ACTIVITIES,2024
The University of Texas at Austin,KIN,127D,FIELDWORK AIDING,2024
The University of Texas at Austin,LAT,506,FIRST-YEAR LATIN I,2024
The University of Texas at Austin,LAT,507,FIRST-YEAR LATIN II,2024
The University of Texas at Austin,LAT,511K,ACCELERATED INTERMEDIATE LATIN,2024
The University of Texas at Austin,LAT,385,STUDIES IN CLASSICAL LATIN LIT,2024
The University of Texas at Austin,LAT,324,ADV LAT GRAMMAR & COMPOSITION,2024
The University of Texas at Austin,LAT,365,SEMINAR IN LATIN,2024
The University of Texas at Austin,KOR,330,TOPICS IN ADVANCED KOREAN,2024
The University of Texas at Austin,KOR,604,ACCELERATED FIRST-YEAR KOREAN,2024
The University of Texas at Austin,KOR,606,FIRST-YEAR KOREAN I,2024
The University of Texas at Austin,L A,101M,LIB ARTS TO CAREER,2024
The University of Texas at Austin,L A,101P,CREATING YOUR ACADEMIC PATHWAY,2024
The University of Texas at Austin,L A,104R,COMMUNITY SERVICE,2024
The University of Texas at Austin,L A,110,INTERNSHIP,2024
The University of Texas at Austin,L A,117,STRATS CRIT THINKG FOR SUCCESS,2024
The University of Texas at Austin,L A,125,TOPICS IN THE LIBERAL ARTS,2024
The University of Texas at Austin,L A,320,INTERNSHIP,2024
The University of Texas at Austin,LAH,350,TOPICS IN THE LIBERAL ARTS,2024
The University of Texas at Austin,LAH,340S,FOUNDNS OF INTERCUL COMPETENCY,2024
The University of Texas at Austin,LAH,340L,LEGAL INTERNSHIPS,2024
The University of Texas at Austin,LAH,305,LIBERL ARTS FRESHMAN HNRS SMNR,2024
