instnm,sub_pref,course,course_title,academic_year
University of Houston,CHEM,4372,PHYSICAL CHEMISTRY II,2024
University of Houston,CHEM,4369,ANALYTICAL CHEMISTRY 2,2024
University of Houston,CHEM,4365,INORGANIC CHEMISTRY II,2024
University of Houston,CHEM,4364,ADVANCED ORGANIC CHEM,2024
University of Houston,CHEM,4272,PHYSICAL CHEMISTRY LAB II,2024
University of Houston,CHEM,2125,ORGANIC CHEMISTRY LAB II,2024
University of Houston,CHEM,4229,INSTRMNTL MTHD-ANLY LAB,2024
University of Houston,CHEM,4115,INORGANIC CHEM LABORATORY II,2024
University of Houston,CHEM,3396,SENIOR RESEARCH PROJECT,2024
University of Houston,CHEM,3369,ANALYTICAL CHEMISTRY 1,2024
University of Houston,CHEM,3336,ORG CHEM BIOL MOLECULES,2024
University of Houston,CHEM,3333,INORGANIC CHEMISTRY I,2024
University of Houston,CHEM,3133,INORGANIC CHEMISTRY LAB I,2024
University of Houston,CHEM,3119,ANLYTICAL CHEMISTRY LAB,2024
University of Houston,CHEM,2325,ORGANIC CHEMISTRY II,2024
University of Houston,CHEM,2323,ORGANIC CHEMISTRY I,2024
University of Houston,CHEM,2132,PROBLEM SOLVING IN ORG CHEM II,2024
University of Houston,CHEM,2131,PROBLEM SOLVING IN ORG CHEM I,2024
University of Houston,BUSI,4397,SELECTED TOPICS IN GENB,2024
University of Houston,BUSI,4396,BUSINESS INTERNSHIP,2024
University of Houston,BUSI,4350,BUSINESS LAW AND ETHICS,2024
University of Houston,BUSI,4336,CONSULTING-SMALL BUSINESS NEED,2024
University of Houston,BUSI,4335,BRAINSTORMING TO BANKROLLING,2024
University of Houston,BUSI,4305,BUSINESS ETHICS FOR ACCOUNTANT,2024
University of Houston,BUSI,3302,CONNECTING BAUER TO BUSINESS,2024
University of Houston,BUSI,3300,INTRO TO PERSONAL FINANCE,2024
University of Houston,BUSI,2305,BUSINESS STATISTICS,2024
University of Houston,CEA,4424,EMBEDDED COMPUTING AND IOT,2024
University of Houston,CEA,4422,COMMUNICATIONS AND NETWORKING,2024
University of Houston,CEA,4339,ENGR APPLICATIONS GRAPH THEORY,2024
University of Houston,CEA,4335,CAPSTONE DESIGN I,2024
University of Houston,CEA,4321,DATABASE PRINCIPLES AND APPS,2024
University of Houston,CEA,3338,MICROPROCESSOR SYSTEMS,2024
University of Houston,CEA,3337,DIGITAL SIGNALS AND SYSTEMS,2024
University of Houston,CEA,3201,COMP PROGRAM FOR ENGINEERS,2024
University of Houston,CHEE,2331,CHEMICAL PROCESSES,2024
University of Houston,BUSI,1301,BUSINESS PRINCIPLES,2024
University of Houston,BTEC,3302,MOLECULAR GENETICS AND BIOTECH,2024
University of Houston,BTEC,3301,GENOMICS/PROTEOMICS & BIOINFO.,2024
University of Houston,BTEC,3200,BIOTECH RESEARCH METHODS,2024
University of Houston,BTEC,2322,INTRODUCTION TO BIOPYTHON,2024
University of Houston,BTEC,1322,INTRODUCTION TO BIOTECHNOLOGY,2024
University of Houston,BTEC,3317,BIOTECH REGULATORY ENVIRONMENT,2024
University of Houston,BTEC,3320,INTRO TO QA/QC IN BTEC,2024
University of Houston,BTEC,4100,PRINCIPLES BIOINFORMATICS LAB,2024
University of Houston,BTEC,4350,BIOTECHNOLOGY CAPSTONE II,2024
University of Houston,BTEC,4319,MICROBIAL BIOTECHNOLOGY,2024
University of Houston,BTEC,4301,PRINCIPLES OF BIOPROCESSING,2024
University of Houston,BTEC,4300,PRINCIPLES OF BIOINFORMATICS,2024
University of Houston,BTEC,4249,BIOTECHNOLOGY CAPSTONE I,2024
University of Houston,BTEC,3321,GOOD MANUFACTURING PRACTICES,2024
University of Houston,CHEE,2332,CHEM ENGR THERMODYN I,2024
University of Houston,CHEE,3300,MATERIALS SCIENCE & ENGR I,2024
University of Houston,CHEE,5323,FUNDAMENTAL OF TISSUE ENGINEER,2024
University of Houston,CHEE,4398,INDEPENDENT STUDY,2024
University of Houston,CHEE,4367,CHEMICAL REACTION ENGINEERING,2024
University of Houston,CHEE,4361,CHEMICAL ENGINEERING PRACTICES,2024
University of Houston,CHEE,4321,CHEMICAL ENGINEERING DESIGN I,2024
University of Houston,CHEE,3466,BIO & PHYSICAL CHEMISTRY,2024
University of Houston,CHEE,3462,UNIT OPERATIONS,2024
University of Houston,CHEE,3369,CHEMICAL ENGR TRANSPORT PROC,2024
University of Houston,CHEE,3367,PROCESS MODELING AND CONTROL,2024
University of Houston,CHEE,3363,FLUID MECHANICS FOR CHEM ENGRS,2024
University of Houston,CHEE,3334,STAT/NUM TCHQS FOR CHEM ENGRS,2024
University of Houston,CHEE,3333,CHEM ENGR THERMODYN II,2024
University of Houston,CHEE,3321,ANALYTICAL METHODS CHEM ENGR,2024
University of Houston,COMD,1333,INTRO TO COMM SCI & DISORDERS,2024
University of Houston,CNST,6397,SEL TOPS-CONSTRUCTION MANAGEMT,2024
University of Houston,CNST,4385,FIELD OPERATIONS CAPITAL PROJ,2024
University of Houston,CNST,4345,REINFORCED CONCRETE STRUCTURES,2024
University of Houston,COMD,2338,PHONETICS,2024
University of Houston,COMD,4489,CLINICAL PROCEDURES,2024
University of Houston,COMD,4382,AURAL REHABILITATION,2024
University of Houston,COMD,4333,NEUROSCIENCE FOR COMD,2024
University of Houston,COMD,3385,SPEECH SCIENCE,2024
University of Houston,COMD,3383,LANGUAGE DISORDERS IN CHILDREN,2024
University of Houston,COMD,3381,AUDIOLOGY,2024
University of Houston,COMD,3371,SPEECH DEVEL & DIS IN CHILDREN,2024
University of Houston,COMD,3321,MULTICULTURAL CONSID -- COMD,2024
University of Houston,COMD,3301,HISTORY AND CULTURE OF DEAF,2024
University of Houston,COMD,2376,ANATOMY FOR COMMUNICATION,2024
University of Houston,COMD,2339,LANGUAGE DEVELOPMENT,2024
University of Houston,CNST,4341,PROJECT CONTROLS,2024
University of Houston,CNST,4331,CONSTRUCTION MANAGEMENT II,2024
University of Houston,CNST,1361,CONSTRUCTION MANAGEMENT I,2024
University of Houston,CNST,1330,GRAPHICS I,2024
University of Houston,CNST,1325,PROCESS & INDUSTRIAL CONSTRUCT,2024
University of Houston,CNST,1301,CONSTRUCTN MATERIALS & METHODS,2024
University of Houston,CNE,3311,CONST ENGR COST ESTIMATING,2024
University of Houston,CNE,3310,CONSTRUCTION ENGR PROJECT MGMT,2024
University of Houston,CLAS,3374,WOMEN IN THE ANCIENT WORLD,2024
University of Houston,CLAS,3345,MYTH&PERFORMANCE IN GREEK TRAG,2024
University of Houston,CLAS,3341,THE ROMAN REPUBLIC,2024
University of Houston,CLAS,3308,MYTHS & CULT OF ANCIENT GODS,2024
University of Houston,CNST,2321,MECHANICAL & ELECTRICAL SYSTEM,2024
University of Houston,CNST,2325,PROCESS AND INDUSTRIAL SUBSYST,2024
University of Houston,CNST,2345,CONTRACT DOC CAPITAL PROJECTS,2024
University of Houston,CNST,4315,STEEL CONSTRUCTION,2024
University of Houston,CNST,4302,CONSTRUCTION LAW AND ETHICS,2024
University of Houston,CNST,4220,COMP CM & EMERGING PRACTICES,2024
University of Houston,CNST,3372,SOIL MECHANICS & FOUNDATIONS,2024
University of Houston,CNST,3365,COST ESTIMATING CAPITAL PROJEC,2024
University of Houston,CNST,3355,STRENGTH OF CONSTRUCTION MTRLS,2024
University of Houston,CNST,3351,CONSTRUCTION ESTIMATING II,2024
University of Houston,CNST,3331,CONSTRUCTN PLAN AND SCHEDULING,2024
University of Houston,CNST,3301,CONSTRUCTN EQUIPMENT & METHODS,2024
University of Houston,CNST,3265,CONSTRUCTION LAYOUT & SITE DVP,2024
University of Houston,CNST,3210,SAFETY FOR INDUSTRIAL PROJECTS,2024
University of Houston,CNST,3205,CONSTRUCTION SAFETY MANAGEMENT,2024
University of Houston,CNST,3185,CONSTRUCTION EXPERIENCE,2024
University of Houston,CNST,3155,CONST MATERIALS & TESTING,2024
University of Houston,CNST,2360,COMMUNICATION IN CONSTRUCTION,2024
University of Houston,CNST,2351,CONSTRUCTION ESTIMATING I,2024
University of Houston,CNST,2341,CONSTRUCTION DOCUMENTS,2024
University of Houston,COMM,3361,ADVERTISING COPYWRITING,2024
University of Houston,COMM,3360,PRINCIPLES OF STRATEGIC COMM,2024
University of Houston,COMM,3353,INFORMATION & COMM TECH I,2024
University of Houston,COMM,3331,COMMUNICATION IN THE FAMILY,2024
University of Houston,COMM,3328,INTRO TO SPORTS PRODUCTION,2024
University of Houston,COMM,3326,GRAPHICS APPLICATIONS,2024
University of Houston,COMM,3321,SINGLE CAMERA STUDIO PRODUCTN,2024
University of Houston,COMM,3318,MULTIMEDIA STORYTELLING,2024
University of Houston,COMM,3317,MULTIMEDIA JOURNALISM,2024
University of Houston,COMM,3316,ELECTRONIC NEWS,2024
University of Houston,COMM,3315,NEWS AND SOCIAL MEDIA,2024
University of Houston,COMM,3314,INTERMEDIATE REPORTING,2024
University of Houston,COMM,3311,EDITING PRINT & DIGITAL MEDIA,2024
University of Houston,COMM,3301,DOCTOR-PATIENT INTERACTION,2024
University of Houston,COMM,3300,HEALTH COMMUNICATION,2024
University of Houston,COMM,2356,BUSINESS & PROFESSIONAL COMM,2024
University of Houston,COMM,2331,RELATIONAL COMMUNICATION,2024
University of Houston,COMM,2328,BROADCAST WRITING BASICS,2024
University of Houston,COMM,2327,INTRODUCTION TO SCREEN WRITING,2024
University of Houston,COMM,3369,STRATEGIC COMM. WRITING,2024
University of Houston,COMM,3374,STRATEGIC SOCIAL MEDIA,2024
University of Houston,COMM,4371,AMERICAN CINEMA: THE DIRECTORS,2024
University of Houston,COMM,4368,PUBLIC RELATIONS CAMPAIGNS,2024
University of Houston,COMM,4366,ADVERTISING ACCOUNT PLANNING,2024
University of Houston,COMM,4365,DIGITAL PR AND ADVERTISING,2024
University of Houston,COMM,4363,INTEGRATED COMM. CAMPAIGNS,2024
University of Houston,COMM,4360,MEDIA PLANNING & PLACEMENT,2024
University of Houston,COMM,4357,INTERCULTURAL COMMUNICATION,2024
University of Houston,COMM,4355,ORGANIZATIONAL COMM,2024
University of Houston,COMM,4354,ORGANIZATIONAL CRISIS COMM.,2024
University of Houston,COMM,4335,CRISIS COMMUNICATION,2024
University of Houston,COMM,4331,PERSUASION,2024
University of Houston,COMM,4328,BROADCAST & FILM WRITING,2024
University of Houston,COMM,4313,INVESTIGATIVE REPORTING,2024
University of Houston,COMM,4312,FEATURE WRITING,2024
University of Houston,COMM,4303,COMMUNICATION LAW AND ETHICS,2024
University of Houston,COMM,3383,NON-LINEAR EDITING,2024
University of Houston,COMM,3380,ELECTRONIC FIELD PRODUCTION,2024
University of Houston,COMM,3377,STRATEGIC PR PLANNING,2024
University of Houston,COMM,3376,MEDIA EFFECTS,2024
University of Houston,COMM,2326,INTRO TO SPORTS BROADCASTING,2024
University of Houston,COMM,2322,TELEVISION PRODUCTION I,2024
University of Houston,COMM,2320,FUNDAMENTALS MEDIA PRODUCTION,2024
University of Houston,COMM,2311,WRITING FOR PRINT AND DIGITAL,2024
University of Houston,COMM,2300,COMMUNICATION RESEARCH METHODS,2024
University of Houston,COMM,1307,MEDIA AND SOCIETY,2024
University of Houston,COMM,1303,WRITING FOR COMMUNICATORS,2024
University of Houston,COMM,1302,INTRO TO COMM THEORY,2024
University of Houston,CIS,3351,INTRUSION DETECT & INCID RESP,2024
University of Houston,CIS,3343,INFO SYSTEMS ANALYSIS & DESIGN,2024
University of Houston,CIS,3339,ENTERPRISE APPLS DEVELOPMENT,2024
University of Houston,CIS,3330,INFO SYSTEMS IN ORGANIZATIONS,2024
University of Houston,CIS,3320,INFORMATION VISUALIZATION,2024
University of Houston,CIS,2368,ADV INFO SYSTEMS DEVELOPMENT,2024
University of Houston,CIS,2347,IS INFRASTRUCTURE & NETWORKING,2024
University of Houston,CIS,2337,FUND OF INFORMATION SECURITY,2024
University of Houston,CIS,2336,WEB APPLICATION DEVELOPMENT,2024
University of Houston,CIS,2334,INFORMATION SYSTEMS APPLICATNS,2024
University of Houston,CIS,1376,USER EXPERIENCE (UX) PRINCIPLE,2024
University of Houston,CIS,1348,INFO SYSTEMS APPL DEVELOPMENT,2024
University of Houston,CIS,3367,CLOUD COMPUTING ARCHITECTURE,2024
University of Houston,CIS,4338,ADVANCED DATABASE CONCEPTS,2024
University of Houston,CIS,4355,INFORMATION SYSTEMS OPERATIONS,2024
University of Houston,CIVE,3337,STRUCTURAL ANALYSIS,2024
University of Houston,CIVE,3332,ENGINEERING MATERIALS,2024
University of Houston,CIVE,3331,ENVIRONMENTAL ENGINEERING,2024
University of Houston,CIVE,2332,MECHANICS OF SOLIDS,2024
University of Houston,CIS,6325,NETWORK SECURITY,2024
University of Houston,CIS,6321,PRINCIPLES OF CYBERSECURITY,2024
University of Houston,CIS,4375,INFORMATION SYSTEMS CAPSTONE,2024
University of Houston,CIS,4365,DATABASE MANAGEMENT,2024
University of Houston,CHIN,4301,PUBLIC SPEAKING IN CHINESE,2024
University of Houston,CHIN,3360,A LOOK INTO MODERN CHINA,2024
University of Houston,CHIN,3398,INDEPENDENT STUDY,2024
University of Houston,CHIN,3350,CHINESE CULTURE THROUGH FILMS,2024
University of Houston,CHIN,3344,GLOBAL CHINESE LITERATURE,2024
University of Houston,CHIN,3343,CHINESE POPULAR CULTURE,2024
University of Houston,CHIN,3301,ADVANCED MANDARIN CHINESE I,2024
University of Houston,CHIN,2311,INTERMEDIATE CHINESE I,2024
University of Houston,CHIN,1501,ELEMENTARY CHINESE I,2024
University of Houston,CIVE,3339,GEOTECHNICAL ENGINEERING,2024
University of Houston,CIVE,3380,PLANE SURVEYING FUNDAMENTALS,2024
University of Houston,CIVE,6358,DEEP LEARNING FOR ENGINEERS,2024
University of Houston,CIVE,6335,ADVANCED CONCRETE DESIGN,2024
University of Houston,CIVE,5397,SELECTED TOPICS,2024
University of Houston,CIVE,5362,WATER QUALITY ENGINEERING,2024
University of Houston,CIVE,4364,STRUCTURAL STEEL DESIGN,2024
University of Houston,CIVE,4333,WATER AND WASTEWATER TREATMENT,2024
University of Houston,CIVE,4332,HYDROLOGY,2024
University of Houston,CIVE,4312,CIVIL ENGINEERING CAPSTONE,2024
University of Houston,CIVE,4311,PROF PRACTICE IN CIVIL ENGR,2024
University of Houston,CIVE,3434,FLUID MECH AND HYDRAULIC ENGR,2024
University of Houston,COMM,4375,PROPAGANDA & MASS COMM,2024
University of Houston,ARTH,3334,HISTORY OF GRAPHIC DESIGN,2024
University of Houston,ARTH,3332,20TH CENTURY DESIGN,2024
University of Houston,ARTH,3317,ANCIENT NEAR EASTERN ART,2024
University of Houston,ARTH,3301,CRITICAL THEORY,2024
University of Houston,ARTH,2388,"AFRICAN, OCEANIA, AMERICAS ART",2024
University of Houston,ARLD,3300,INTRO TO ARTS ADMINISTRATION,2024
University of Houston,ARED,4365,INTEGRATIVE ART TEACHING,2024
University of Houston,ARED,3305,ART IN ELEMENTARY SCHOOLS,2024
University of Houston,ARED,2310,INTRO CRITICAL VISUAL CULTURE,2024
University of Houston,ARCH,4376,COMMUNITY DESIGN WORKSHOP,2024
University of Houston,ARCH,4367,CASE STUDIES IN SUSTAIN DESIGN,2024
University of Houston,ARCH,4355,HOUSTON ARCHITECTURE,2024
University of Houston,ARCH,4351,READINGS & CRITICISM IN ARCH,2024
University of Houston,ARCH,4327,TECHNOLOGY 5,2024
University of Houston,ARCH,4324,HIGH-RISE STRUCTURES,2024
University of Houston,ARCH,4321,DESIGN OF CONSTRUCTION DETAILS,2024
University of Houston,ARCH,3500,ARCHITECTURE DESIGN STUDIO V,2024
University of Houston,ARCH,3397,SELECTED TOPICS,2024
University of Houston,ARCH,3393,THESIS PREPARATION,2024
University of Houston,ARCH,3380,ARCHITECTURE PLUS FILM,2024
University of Houston,ARCH,3354,THE CULTURE OF ARCHITECTURE,2024
University of Houston,ARCH,3343,LATIN AMERICAN ARCHITECTURE,2024
University of Houston,ARCH,3327,TECHNOLOGY 3,2024
University of Houston,ARCH,3314,TOPICS IN DESIGN TECHNOLOGY,2024
University of Houston,ARCH,3312,TOPICS IN DESIGN MEDIA,2024
University of Houston,ARCH,4397,SELECTED TOPICS,2024
University of Houston,ARCH,4510,INTEGRATED ARCH SOLUTIONS,2024
University of Houston,ARCH,5508,PROFESSIONAL-LEVEL STUDIO,2024
University of Houston,ARCH,5500,ARCHITECTURE DESIGN STUDIO IX,2024
University of Houston,ARTH,3380,17TH CENTURY DUTCH ART,2024
University of Houston,ARTH,4320,RDNG IN 20TH & 21ST CENT PHOTO,2024
University of Houston,ARTH,4383,CONTEMPORARY PAINTING,2024
University of Houston,ARTS,3337,JUNIOR GRAPHIC DESIGN III,2024
University of Houston,ARTS,3336,JUNIOR GRAPHIC DESIGN II,2024
University of Houston,ARTS,3335,JUNIOR GRAPHIC DESIGN I,2024
University of Houston,ARTS,3334,INTRODUCTION TO TYPOGRAPHY,2024
University of Houston,ARTS,3331,GRAPHIC DESIGN SOFTWARE,2024
University of Houston,ARTS,3330,INTERMEDIATE GRAPHIC DESIGN,2024
University of Houston,ARTS,3316,RELIEF PRINTMAKING,2024
University of Houston,ARTS,3314,LITHOGRAPHY,2024
University of Houston,ARTS,3313,SILKSCREEN,2024
University of Houston,ARTS,3311,JR PAINTING MAJOR,2024
University of Houston,ARTS,3310,JR PAINTING MAJOR,2024
University of Houston,ARTS,3309,JR PAINTING MAJOR,2024
University of Houston,ARTS,3304,INTERMEDIATE PAINTING,2024
University of Houston,ARTS,3301,LIFE DRAWING,2024
University of Houston,ARTS,3300,ADVANCED DRAWING,2024
University of Houston,ARTS,3350,INTERMEDIATE CERAMICS,2024
University of Houston,ARTS,3360,INTERMEDIATE SCULPTURE,2024
University of Houston,ARTS,3365,JR SCULPTURE MAJOR,2024
University of Houston,ARTS,4332,SENIOR GRAPHIC DESIGN MAJOR I,2024
University of Houston,ARTS,4331,SENIOR GRAPHIC DESIGN MAJOR I,2024
University of Houston,ARTS,4330,SENIOR GRAPHIC DESIGN MAJOR I,2024
University of Houston,ARTS,4305,SENIOR PAINTING MAJOR II,2024
University of Houston,ARTS,4304,SENIOR PAINTING MAJOR II,2024
University of Houston,ARTS,4303,SENIOR PAINTING MAJOR II,2024
University of Houston,ARTS,4302,SENIOR PAINTING MAJOR I,2024
University of Houston,ARTS,4301,SENIOR PAINTING MAJOR I,2024
University of Houston,ARTS,4300,SENIOR PAINTING MAJOR I,2024
University of Houston,ARTS,3397,SEL TOPS IN FINE ARTS,2024
University of Houston,ARTS,3396,SELECTED TOPS STUDIO PRACTICE,2024
University of Houston,ARTS,3384,SOUND ART,2024
University of Houston,ARTS,3383,DIGITAL FABRICATION,2024
University of Houston,ARTS,3374,COMPUTER IMAGING,2024
University of Houston,ARTS,3372,INTERMEDIATE VIDEO ART,2024
University of Houston,ARTS,3371,PHOTO-DIG MEDIA PORTFOLIO DEV,2024
University of Houston,ARTS,3370,TRADITIONAL PHOTOGRAPHY,2024
University of Houston,ARTS,3367,JR SCULPTURE MAJOR,2024
University of Houston,ARTS,3366,JR SCULPTURE MAJOR,2024
University of Houston,ARTS,3361,WOOD AND METAL FABRICATION,2024
University of Houston,ARTS,2366,WATERCOLOR,2024
University of Houston,ARTS,1311,FUNDAMENTALS OF GRAPHIC DESIGN,2024
University of Houston,ARTS,1304,ART HIST II(15TH C TO PRESENT),2024
University of Houston,ARTS,1303,ART HIST I(PREHISTORIC 14TH C),2024
University of Houston,ARTH,4394,SEL TOPS IN ART HISTORY,2024
University of Houston,ARTS,1316,FUNDAMENTALS OF DRAWING,2024
University of Houston,ARTS,2356,FUNDAMENTALS OF PHOTO/DM,2024
University of Houston,ARTS,2348,DIGITAL TOOLS,2024
University of Houston,ARTS,2346,FUNDAMENTALS OF CERAMICS,2024
University of Houston,ARTS,2333,FUNDAMENTALS OF PRINTMAKING,2024
University of Houston,ARTS,2326,FUNDAMENTALS OF SCULPTURE,2024
University of Houston,ARTS,2316,FUNDAMENTALS OF PAINTING,2024
University of Houston,ARTS,2311,"COLOR, MATERIALS AND METHODS",2024
University of Houston,ARTS,1372,FUNDAMENTALS OF VIDEO ART,2024
University of Houston,ARTS,4360,SENIOR SCULPTURE MAJOR I,2024
University of Houston,ARCH,3311,TOPICS IN DESIGN HISTORY,2024
University of Houston,ACCT,4332,CORPORATE TAXATION,2024
University of Houston,ACCT,4331,FEDERAL INCOME TAX,2024
University of Houston,ACCT,4330,ADVANCED ACCOUNTING,2024
University of Houston,ACCT,4198,INDEPENDENT STUDY,2024
University of Houston,ACCT,3377,COST ACCOUNTING,2024
University of Houston,ACCT,3371,ACCOUNTING INFORMATION SYSTEMS,2024
University of Houston,ACCT,3368,INTERMEDIATE ACCOUNTING II,2024
University of Houston,ACCT,4335,FINANCIAL STATEMENT AUDITING,2024
University of Houston,ACCT,3367,INTERMEDIATE ACCOUNTING I,2024
University of Houston,ACCT,4A06,PPA COLLOQUIUM 2,2024
University of Houston,ACCT,4A05,PPA COLLOQUIUM 1,2024
University of Houston,ACCT,4380,CONTRO & SEC INTERN FIN INFORM,2024
University of Houston,ACCT,4379,ENTERPRISE RISK MANAGEMENT,2024
University of Houston,ACCT,4375,INTERNAL AUDIT ENTITY ENVIRON,2024
University of Houston,ACCT,2301,PRIN OF FINANCIAL ACCOUNTING,2024
University of Houston,AAS,3394,SELECTED TOPICS AFR AM STDY,2024
University of Houston,AAS,3390,HARLEM RENAISSANCE,2024
University of Houston,AAS,3375,BLACK WOMEN IN THE U.S.,2024
University of Houston,AAS,3366,AAS COMMUNITY INTERNSHIP,2024
University of Houston,AAS,3348,AFRICAN AMERICANS AND THE LAW,2024
University of Houston,AAS,3325,AFAM STUDIES THEORY AND METHOD,2024
University of Houston,AAS,2330,BLACK LIBERATION THEOLOGY,2024
University of Houston,AAS,2320,INTRO TO AFRICAN AMERICAN STDY,2024
University of Houston,AAMS,4300,ASIAN AMER CULTURE/COMMUNITY,2024
University of Houston,AAMS,2300,INTRO ASIAN AMERICAN STUDIES,2024
University of Houston,ACCT,3366,FINANCIAL REPORTING FRAMEWORKS,2024
University of Houston,ACCT,2306,FOUND OF MANA ACCT FOR NON-BUS,2024
University of Houston,ACCT,2305,FOUND OF FINA ACCT FOR NON-BUS,2024
University of Houston,ACCT,2302,PRIN OF MANAGERIAL ACCOUNTING,2024
University of Houston,ARCH,1500,DESIGN STUDIO I,2024
University of Houston,ARCH,1358,INTRODUCTION TO DESIGN CULTURE,2024
University of Houston,ARCH,1198,SPECIAL PROBLEMS,2024
University of Houston,ARAB,3301,ADV MODERN STANDARD ARABIC I,2024
University of Houston,ARAB,2311,INTERMEDIATE ARABIC I,2024
University of Houston,ARAB,1501,BEGINNING ARABIC I,2024
University of Houston,ANTH,4398,INDEPENDENT STUDY,2024
University of Houston,ANTH,4393,RESEARCH PRACTICUM,2024
University of Houston,ANTH,4372,MAYA ARCHAEOLOGY,2024
University of Houston,ANTH,4338,VISUAL ANTHROPOLOGY,2024
University of Houston,ARCH,3198,INDEPENDENT STUDY,2024
University of Houston,ARCH,3112,TOPICS IN DESIGN MEDIA,2024
University of Houston,ARCH,2500,ARC/INT ARC DESIGN STUDIO III,2024
University of Houston,ARCH,2350,HIST OF THE BUILT ENVIRONMT I,2024
University of Houston,ARCH,2327,TECHNOLOGY I,2024
University of Houston,ANTH,4331,MEDICAL ANTHROPOLOGY,2024
University of Houston,ANTH,4330,APPLIED ANTHROPOLOGY,2024
University of Houston,ANTH,4310,THEORIES OF CULTURE,2024
University of Houston,ANTH,3382,CULTURES & CAPITAL INDIA ASIA,2024
University of Houston,ANTH,3324,PEOPLE & CULTURE OF LATIN AMER,2024
University of Houston,ANTH,3320,RITUAL AND PERFORMANCE,2024
University of Houston,ANTH,3313,"BROWN GIRLS, BROWN STORIES",2024
University of Houston,ANTH,3306,SEX & CULTURE,2024
University of Houston,ANTH,2351,INTRO TO CULTURAL ANTHROPOLOGY,2024
University of Houston,ANTH,2346,INTRODUCTION TO ANTHROPOLOGY,2024
University of Houston,ANTH,2304,INTRO TO LANGUAGE AND CULTURE,2024
University of Houston,ANTH,2302,INTRODUCTION TO ARCHEOLOGY,2024
University of Houston,ANTH,2301,INTRO TO PHYSICAL ANTHROPOLOGY,2024
University of Houston,AFSC,4301,NATIONAL SECURITY AFFAIRS I,2024
University of Houston,AFSC,3301,AIR FORCE LEADERSHIP I,2024
University of Houston,AFSC,2201,EVOLUTION OF AIR POWER I,2024
University of Houston,AFSC,1201,FOUNDATIONS OF THE USAF I,2024
University of Houston,ARTS,4361,SENIOR SCULPTURE MAJOR I,2024
University of Houston,ARTS,4363,SENIOR SCULPTURE MAJOR II,2024
University of Houston,BIOL,2101,ANATOMY & PHYSIOLOGY LAB I,2024
University of Houston,BIOL,1308,BIOLOGY FOR NON-SCIENCE MAJORS,2024
University of Houston,BIOL,1306,BIOLOGY FOR SCIENCE MAJORS I,2024
University of Houston,BIOL,1125,SURVEY OF HEALTH PROFESSIONS,2024
University of Houston,BIOL,1106,BIOL FOR SCIENCE MAJORS I(LAB),2024
University of Houston,BIOL,2120,MICROBIOLOGY FOR NON-SCIENCE,2024
University of Houston,BIOL,2121,MICROBIOL FOR SCIENCE MAJ(LAB),2024
University of Houston,BIOL,3341,HUMAN GENETICS,2024
University of Houston,BIOL,3340,INVERTEBRATE ZOOLOGY,2024
University of Houston,BIOL,3324,HUMAN PHYSIOLOGY,2024
University of Houston,BIOL,3311,ADV MTHDS/WRITING IN GEN LAB,2024
University of Houston,BIOL,3306,EVOLUTIONARY BIOLOGY,2024
University of Houston,BIOL,3304,THE BIOLOGY OF SOCIAL BEHAVIOR,2024
University of Houston,BIOL,3301,MENDELIAN AND POP GENETICS,2024
University of Houston,BIOL,2397,SELECTED TOPICS IN BIOLOGY,2024
University of Houston,BIOL,2321,MICROBIOLOGY FOR SCIENCE MAJOR,2024
University of Houston,BIOL,2320,MICROBIOLOGY FOR NON-SCIENCE,2024
University of Houston,BIOL,2302,ANATOMY & PHYSIOLOGY II (LECT),2024
University of Houston,BIOL,2301,ANATOMY & PHYSIOLOGY I (LECT),2024
University of Houston,BIOL,3345,PLANT PHYSIOLOGY,2024
University of Houston,BIOL,3396,SENIOR RESEARCH PROJECT,2024
University of Houston,BIOL,4398,INDEPENDENT STUDY,2024
University of Houston,BIOL,4397,SELECTED TOPICS IN BIOLOGY,2024
University of Houston,BIOL,4384,DEVELOPMENTAL BIOLOGY,2024
University of Houston,BIOL,4374,CELL BIOLOGY,2024
University of Houston,BIOL,4360,EVOL BASIS OF HLTH AND DISEASE,2024
University of Houston,BIOL,4355,HUMAN VIROLOGY,2024
University of Houston,BIOL,4354,ENDOCRINOLOGY,2024
University of Houston,BIOL,4342,INTRODUCTION TO MARINE BIOLOGY,2024
University of Houston,BIOL,4340,RESEARCH METHODS,2024
University of Houston,BIOL,4323,IMMUNOLOGY,2024
University of Houston,BIOL,4320,MOLECULAR BIOLOGY,2024
University of Houston,BIOL,4315,NEUROSCIENCE,2024
University of Houston,BIOL,4301,CONSERVATION BIOLOGY,2024
University of Houston,BIOL,4272,CELL AND DEVELOP BIOL LAB,2024
University of Houston,BIOL,4103,INTEGRATION BIOL KNOWLEDGE,2024
University of Houston,BIOL,3399,SENIOR HONORS THESIS,2024
University of Houston,BIOL,4324,BIOINFORMATICS,2024
University of Houston,ARTS,4362,SENIOR SCULPTURE MAJOR I,2024
University of Houston,BCHS,4396,SENIOR RESEARCH PROJECT,2024
University of Houston,BCHS,4361,CLINICAL BIOCHEMISTRY,2024
University of Houston,BCHS,4355,EUKARYOTIC GENE REGULATION,2024
University of Houston,BCHS,4322,BIOCHEMISTRY OF ORGANELLES,2024
University of Houston,BCHS,4313,CELL BIOCHEMISTRY,2024
University of Houston,BCHS,4306,NUCLEIC ACIDS,2024
